year,state,office,district,stage,forecast_final,actual_result,forecast_error
2020,MN,State House,12A,general,0.39,0.33,0.06
2020,CT,State Senate,16,general,0.45,0.46,0.01
2020,ID,State Senate,19,general,0.67,0.69,0.02
2020,ME,State Senate,31,general,0.58,0.55,0.03
2020,AZ,State House,10,general,0.34,0.29,0.04
2020,FL,US House,13,general,0.59,0.53,0.06
2020,KS,State House,20,general,0.45,0.51,0.06
2020,CT,State Senate,12,general,0.53,0.57,0.03
2020,FL,US House,12,general,0.4,0.37,0.03
2020,CT,State House,39,general,0.68,0.77,0.09
2020,CT,State House,102,general,0.57,0.58,0.01
2020,GA,State House,109,general,0.51,0.52,0
2020,IL,State House,51,general,0.53,0.46,0.07
2020,IL,State House,42,general,0.5,0.48,0.02
2020,IA,State House,8,general,0.33,0.25,0.08
2020,MO,State House,34,general,0.46,0.49,0.03
2020,TX,US House,29,general,0.63,0.71,0.08
2020,PA,State House,140,general,0.68,0.6,0.08
2020,MT,State House,92,general,0.46,0.45,0.01
2020,WI,State House,47,general,0.73,0.75,0.02
2020,ME,State Senate,35,general,0.62,0.62,0
2020,MO,State House,134,general,0.43,0.44,0.01
2020,KY,State House,36,general,0.41,0.39,0.02
2020,MA,US House,7,general,0.92,0.88,0.04
2020,MI,State House,93,general,0.45,0.37,0.08
2020,KS,State House,98,general,0.48,0.42,0.06
2020,SC,State House,52,general,0.57,0.48,0.09
2020,MT,State House,67,general,0.41,0.35,0.06
2020,MI,US House,5,general,0.62,0.54,0.08
2020,NY,State House,103,general,0.67,0.66,0.01
2020,MN,State House,1A,general,0.35,0.27,0.08
2020,CA,State House,3,general,0.31,0.39,0.08
2020,IA,US House,4,general,0.42,0.37,0.05
2020,AZ,US House,2,general,0.51,0.59,0.09
2020,AR,State House,41,general,0.47,0.44,0.03
2020,NC,State Senate,2,general,0.39,0.33,0.06
2020,TN,State House,13,general,0.56,0.53,0.03
2020,SC,State House,116,general,0.56,0.51,0.05
2020,OH,State House,71,general,0.39,0.37,0.02
2020,OR,State House,44,general,0.9,0.88,0.02
2020,AZ,US House,5,general,0.4,0.44,0.04
2020,UT,US House,4,general,0.49,0.47,0.02
2020,MN,State House,6B,general,0.64,0.55,0.09
2020,NY,US House,1,general,0.47,0.39,0.08
2020,WV,State House,52,general,0.45,0.39,0.06
2020,TX,State House,33,general,0.35,0.35,0
2020,MN,State House,36B,general,0.65,0.6,0.05
2020,OK,US House,2,general,0.3,0.22,0.08
2020,NC,State Senate,1,general,0.52,0.45,0.07
2020,OH,State House,28,general,0.53,0.52,0.01
2020,SD,State Senate,1,general,0.54,0.45,0.09
2020,CO,State House,40,general,0.57,0.6,0.03
2020,OR,State House,17,general,0.33,0.29,0.04
2020,FL,State House,74,general,0.4,0.38,0.02
2020,KY,US House,4,general,0.38,0.33,0.05
2020,MI,State House,94,general,0.44,0.4,0.04
2020,CT,State House,34,general,0.46,0.43,0.03
2020,TX,State House,22,general,0.7,0.69,0.01
2020,OR,State House,19,general,0.47,0.45,0.02
2020,FL,US House,27,general,0.54,0.49,0.06
2020,FL,State House,55,general,0.4,0.3,0.09
2020,CA,State House,62,general,0.81,0.81,0.01
2020,SC,State House,121,general,0.68,0.63,0.05
2020,NV,State House,30,general,0.52,0.54,0.02
2020,IN,State House,36,general,0.57,0.53,0.04
2020,CO,State House,49,general,0.41,0.4,0.01
2020,TN,State House,17,general,0.23,0.19,0.04
2020,GA,State Senate,9,general,0.47,0.52,0.05
2020,FL,State House,72,general,0.49,0.45,0.04
2020,OK,State House,95,general,0.53,0.49,0.04
2020,ME,State House,20,general,0.41,0.38,0.03
2020,NY,State House,7,general,0.41,0.34,0.07
2020,TX,US House,25,general,0.45,0.42,0.03
2020,NC,State House,24,general,0.61,0.53,0.09
2020,ME,State Senate,11,general,0.53,0.54,0.02
2020,MO,State House,100,general,0.43,0.45,0.01
2020,MA,US House,6,general,0.64,0.64,0
2020,FL,State House,51,general,0.42,0.38,0.04
2020,IN,State House,40,general,0.42,0.4,0.02
2020,AZ,State House,2,general,0.3,0.36,0.05
2020,TX,State House,28,general,0.48,0.44,0.03
2020,FL,State House,77,general,0.4,0.36,0.04
2020,AK,State House,39,general,0.71,0.78,0.07
2020,CT,State House,147,general,0.59,0.6,0.01
2020,DE,State House,32,general,0.63,0.63,0.01
2020,WA,US House,10,general,0.5,0.58,0.08
2020,NC,State Senate,47,general,0.39,0.32,0.07
2020,MT,State House,52,general,0.51,0.44,0.07
2020,AR,State House,93,general,0.41,0.42,0
2020,CT,State House,130,general,0.87,0.83,0.04
2020,MI,State House,101,general,0.45,0.39,0.05
2020,SC,State House,111,general,0.87,0.79,0.08
2020,IN,State House,52,general,0.26,0.21,0.05
2020,CO,State House,15,general,0.36,0.38,0.02
2020,SD,State House,9,general,0.24,0.2,0.04
2020,OH,State House,39,general,0.83,0.81,0.02
2020,PA,State House,48,general,0.44,0.42,0.03
2020,MI,State House,5,general,0.86,0.94,0.08
2020,AL,US House,3,general,0.37,0.31,0.05
2020,GA,State Senate,40,general,0.58,0.6,0.03
2020,ME,State House,89,general,0.53,0.54,0.01
2020,KS,State House,84,general,0.7,0.74,0.04
2020,KS,State House,46,general,0.87,0.86,0.01
2020,MT,State House,65,general,0.6,0.61,0
2020,IN,State House,32,general,0.28,0.24,0.05
2020,AZ,State House,14,general,0.14,0.19,0.05
2020,NV,State House,17,general,0.64,0.65,0.01
2020,NC,State Senate,26,general,0.35,0.3,0.06
2020,MS,US Senate,MS,general,0.44,0.4,0.04
2020,CT,State House,72,general,0.76,0.73,0.03
2020,CT,State House,113,general,0.36,0.36,0
2020,CA,State House,71,general,0.36,0.41,0.05
2020,CO,State House,35,general,0.64,0.63,0
2020,ME,State House,112,general,0.37,0.35,0.02
2020,WV,State House,32,general,0.17,0.15,0.02
2020,ME,State House,66,general,0.57,0.51,0.06
2020,CA,US House,2,general,0.71,0.79,0.08
2020,GA,State Senate,41,general,0.74,0.8,0.06
2020,FL,State House,76,general,0.36,0.34,0.02
2020,TN,State House,18,general,0.48,0.45,0.03
2020,MT,State House,24,general,0.55,0.47,0.08
2020,UT,State House,14,general,0.36,0.36,0
2020,TX,State House,105,general,0.53,0.55,0.01
2020,MO,State House,47,general,0.45,0.43,0.02
2020,NY,US House,23,general,0.43,0.36,0.08
2020,NM,State House,47,general,0.89,0.8,0.09
2020,OK,State House,85,general,0.62,0.56,0.05
2020,CT,State House,44,general,0.41,0.4,0.01
2020,NY,State House,86,general,0.83,0.87,0.04
2020,CT,State House,117,general,0.53,0.46,0.07
2020,NC,State House,89,general,0.34,0.26,0.08
2020,CA,State House,76,general,0.6,0.58,0.03
2020,OH,State House,21,general,0.57,0.57,0
2020,TX,US House,12,general,0.34,0.33,0.01
2020,FL,State House,86,general,0.62,0.57,0.05
2020,TX,US House,26,general,0.39,0.37,0.02
2020,MI,State House,14,general,0.62,0.57,0.05
2020,WI,State House,45,general,0.64,0.55,0.09
2020,IA,State House,95,general,0.48,0.46,0.02
2020,NH,State Senate,1,general,0.47,0.43,0.04
2020,TX,US House,20,general,0.64,0.65,0.01
2020,TN,State House,61,general,0.34,0.32,0.02
2020,MN,State House,3B,general,0.62,0.57,0.05
2020,IA,State House,48,general,0.41,0.38,0.04
2020,UT,State House,52,general,0.33,0.33,0.01
2020,CT,State House,63,general,0.36,0.31,0.05
2020,OR,State House,38,general,0.76,0.75,0.01
2020,ME,State Senate,12,general,0.61,0.57,0.04
2020,GA,State Senate,16,general,0.33,0.32,0.02
2020,ME,State House,57,general,0.37,0.36,0.02
2020,NC,State House,70,general,0.29,0.24,0.05
2020,CT,State House,121,general,0.7,0.69,0.01
2020,OH,State House,97,general,0.34,0.3,0.04
2020,NC,State House,5,general,0.64,0.57,0.08
2020,IL,State House,65,general,0.47,0.48,0.01
2020,IL,State House,19,general,0.58,0.55,0.03
2020,CA,State House,59,general,0.38,0.42,0.04
2020,NC,State House,25,general,0.54,0.52,0.02
2020,GA,State Senate,14,general,0.29,0.3,0.01
2020,NC,State House,103,general,0.54,0.55,0.01
2020,AZ,US House,4,general,0.31,0.34,0.03
2020,NY,State House,17,general,0.43,0.35,0.08
2020,WI,State House,29,general,0.43,0.4,0.03
2020,MI,State House,76,general,0.62,0.63,0.01
2020,NC,State Senate,28,general,0.75,0.76,0.01
2020,MN,US House,1,general,0.46,0.46,0
2020,MN,State House,48B,general,0.53,0.55,0.02
2020,SC,State House,90,general,0.57,0.5,0.06
2020,NC,State House,107,general,0.81,0.81,0.01
2020,TN,State House,26,general,0.35,0.35,0
2020,AZ,State House,7,general,0.36,0.29,0.07
2020,CT,State House,139,general,0.55,0.55,0
2020,SC,State House,63,general,0.37,0.35,0.02
2020,MI,State House,91,general,0.47,0.4,0.07
2020,NY,State House,22,general,0.7,0.66,0.04
2020,OR,State House,13,general,0.7,0.71,0.01
2020,TX,US House,33,general,0.61,0.67,0.06
2020,MT,State House,7,general,0.31,0.31,0.01
2020,UT,State House,35,general,0.63,0.7,0.07
2020,WV,State House,22,general,0.14,0.09,0.04
2020,KS,State House,59,general,0.26,0.27,0.01
2020,MT,State House,28,general,0.53,0.48,0.05
2020,CO,State House,27,general,0.51,0.49,0.02
2020,KY,State House,88,general,0.53,0.51,0.02
2020,NM,State House,70,general,0.66,0.64,0.02
2020,KS,State House,15,general,0.48,0.48,0
2020,MO,State House,53,general,0.3,0.23,0.07
2020,MT,State House,50,general,0.57,0.47,0.09
2020,ME,State House,130,general,0.43,0.36,0.07
2020,MI,State House,58,general,0.34,0.29,0.05
2020,MI,State House,40,general,0.59,0.58,0.01
2020,IA,State House,15,general,0.57,0.53,0.04
2020,PA,State House,135,general,0.68,0.65,0.03
2020,MT,State House,94,general,0.58,0.53,0.05
2020,PA,State House,70,general,0.71,0.67,0.04
2020,TX,US House,5,general,0.38,0.36,0.02
2020,CO,State House,2,general,0.84,0.84,0.01
2020,PA,State House,143,general,0.53,0.46,0.07
2020,GA,State House,44,general,0.42,0.48,0.06
2020,IL,State House,56,general,0.61,0.54,0.07
2020,AZ,US House,8,general,0.42,0.42,0
2020,MT,State House,60,general,0.59,0.56,0.03
2020,TX,State House,50,general,0.65,0.69,0.04
2020,MN,State House,2B,general,0.4,0.34,0.06
2020,AK,State House,16,general,0.54,0.53,0.01
2020,OR,State House,39,general,0.4,0.37,0.03
2020,NC,US House,7,general,0.46,0.4,0.06
2020,MO,State House,30,general,0.45,0.43,0.03
2020,OH,State House,88,general,0.39,0.37,0.02
2020,SC,State House,80,general,0.62,0.61,0.02
2020,NM,State House,4,general,0.52,0.54,0.03
2020,MN,State House,7A,general,0.74,0.71,0.03
2020,OR,State House,3,general,0.36,0.33,0.03
2020,MI,State House,97,general,0.32,0.29,0.03
2020,IN,State House,24,general,0.42,0.41,0.01
2020,GA,US House,3,general,0.37,0.33,0.04
2020,SD,State House,14,general,0.26,0.26,0
2020,IL,State House,45,general,0.53,0.46,0.07
2020,MI,State House,71,general,0.52,0.51,0.01
2020,KS,State House,39,general,0.46,0.45,0.01
2020,MN,State House,36A,general,0.51,0.51,0
2020,MA,US Senate,MA,general,0.64,0.66,0.02
2020,WI,State House,79,general,0.66,0.67,0.01
2020,WI,State House,74,general,0.57,0.51,0.06
2020,TX,State House,34,general,0.61,0.59,0.02
2020,MI,State House,49,general,0.73,0.69,0.05
2020,NC,State House,108,general,0.42,0.37,0.05
2020,IN,State House,50,general,0.29,0.22,0.07
2020,TX,State House,120,general,0.67,0.66,0.01
2020,MN,State House,56B,general,0.53,0.52,0.01
2020,CT,State House,74,general,0.52,0.53,0.01
2020,CT,State House,53,general,0.55,0.48,0.07
2020,KS,State House,3,general,0.54,0.46,0.08
2020,KS,State House,4,general,0.27,0.25,0.02
2020,CT,State House,122,general,0.39,0.4,0.01
2020,KY,State House,6,general,0.37,0.28,0.08
2020,MI,State House,47,general,0.36,0.31,0.05
2020,MI,State House,74,general,0.37,0.37,0.01
2020,ME,State House,109,general,0.68,0.67,0
2020,NC,State House,86,general,0.42,0.3,0.11
2020,NY,State House,108,general,0.52,0.63,0.11
2020,IL,State House,103,general,0.91,0.78,0.13
2020,WI,State House,42,general,0.51,0.41,0.1
2020,NY,State House,102,general,0.42,0.32,0.1
2020,NV,State House,42,general,0.81,0.66,0.15
2020,NC,State House,48,general,0.68,0.56,0.12
2020,WV,State House,41,general,0.39,0.27,0.12
2020,MI,State House,4,general,0.79,0.9,0.11
2020,NV,State House,28,general,0.92,0.76,0.16
2020,ME,State House,49,general,0.95,0.52,0.43
2020,WY,State House,39,general,0.79,0.46,0.34
2020,IL,State House,116,general,0.48,0.35,0.13
2020,NC,State Senate,4,general,0.67,0.57,0.1
2020,WY,State House,16,general,0.59,1,0.41
2020,NY,State House,8,general,0.39,0.29,0.1
2020,NY,State Senate,23,general,0.98,0.76,0.22
2020,CT,State House,1,general,0.81,0.92,0.1
2020,OR,State House,24,general,0.52,0.42,0.1
2020,MA,US House,8,general,0.91,0.8,0.11
2020,OK,State House,26,general,0.4,0.31,0.1
2020,CA,US House,37,general,0.75,0.87,0.12
2020,CA,US House,43,general,0.55,0.74,0.19
2020,PA,State House,123,general,0.48,0.37,0.1
2020,NC,State House,114,general,0.47,0.58,0.11
2020,CA,State House,63,general,0.67,0.54,0.13
2020,GA,State House,131,general,0.35,0.25,0.1
2020,NC,State Senate,41,general,0.98,0.72,0.26
2020,TX,State House,139,general,0.96,0.86,0.1
2020,MD,US House,7,general,0.62,0.72,0.1
2016,IL,State Senate,23,general,0.51,0.51,0
2016,IL,State Senate,28,general,0.59,0.54,0.05
2016,IL,State Senate,29,general,0.6,0.59,0.01
2016,IL,State Senate,31,general,0.52,0.54,0.02
2016,IL,State Senate,38,general,0.38,0.42,0.04
2016,IL,State Senate,49,general,0.53,0.53,0
2016,IL,State Senate,52,general,0.56,0.61,0.05
2016,IL,State Senate,58,general,0.45,0.39,0.06
2016,IL,State Senate,59,general,0.5,0.45,0.05
2016,WA,US House,7,general,0.56,0.56,0
2016,WA,Superintendent of Public Instruction,WA,general,0.51,0.5,0.01
2016,CA,Oakland USD,5,general,0.39,0.36,0.03
2016,CA,Oakland USD,7,general,0.63,0.66,0.03
2017,DE,State Senate,10,general,0.56,0.58,0.02
2017,CA,US House,34,primary,0.03,0.02,0.01
2017,CA,Los Angeles USD,4,primary,0.31,0.31,0
2017,CA,Los Angeles USD,6,primary,0.26,0.31,0.05
2017,WA,State Senate,45,primary,0.52,0.52,0
2017,WA,State Senate,45,general,0.53,0.55,0.02
2017,VA,State House,56,primary,0.5,0.51,0.01
2017,VA,State House,56,general,0.39,0.4,0.01
2017,GA,US House,46,general,0.46,0.48,0.02
2018,IL,Governor,IL,primary,0.28,0.27,0.01
2019,KY,Agriculture Commissioner,KY,general,0.36,0.39,0.03
2019,KY,Attorney General,KY,general,0.47,0.42,0.05
2019,KY,Auditor,KY,general,0.43,0.41,0.02
2019,KY,Governor,KY,general,0.45,0.49,0.04
2019,KY,Secretary of State,KY,general,0.48,0.47,0.01
2019,KY,Treasurer,KY,general,0.4,0.39,0.01
2019,VA,House of Delegates,2,general,0.59,0.6,0.01
2019,VA,House of Delegates,4,general,0.36,0.37,0.01
2019,VA,House of Delegates,7,general,0.33,0.33,0
2019,VA,House of Delegates,8,general,0.36,0.33,0.03
2019,VA,House of Delegates,10,general,0.53,0.52,0.01
2019,VA,House of Delegates,12,general,0.6,0.53,0.07
2019,VA,House of Delegates,13,general,0.61,0.55,0.06
2019,VA,House of Delegates,14,general,0.42,0.38,0.04
2019,VA,House of Delegates,15,general,0.29,0.25,0.04
2019,VA,House of Delegates,18,general,0.44,0.38,0.06
2019,VA,House of Delegates,20,general,0.51,0.41,0.1
2019,VA,House of Delegates,21,general,0.58,0.54,0.04
2019,VA,House of Delegates,23,general,0.37,0.35,0.02
2019,VA,House of Delegates,25,general,0.36,0.4,0.04
2019,VA,House of Delegates,26,general,0.43,0.45,0.02
2019,VA,House of Delegates,27,general,0.49,0.49,0
2019,VA,House of Delegates,28,general,0.51,0.51,0
2019,VA,House of Delegates,29,general,0.4,0.35,0.05
2019,VA,House of Delegates,31,general,0.6,0.52,0.08
2019,VA,House of Delegates,33,general,0.46,0.43,0.03
2019,VA,House of Delegates,34,general,0.67,0.58,0.09
2019,VA,House of Delegates,40,general,0.48,0.52,0.04
2019,VA,House of Delegates,44,general,0.69,0.7,0.01
2019,VA,House of Delegates,50,general,0.55,0.53,0.02
2019,VA,House of Delegates,51,general,0.58,0.54,0.04
2019,VA,House of Delegates,52,general,0.73,0.73,0
2019,VA,House of Delegates,55,general,0.43,0.39,0.04
2019,VA,House of Delegates,56,general,0.38,0.38,0
2019,VA,House of Delegates,58,general,0.4,0.37,0.03
2019,VA,House of Delegates,59,general,0.42,0.36,0.06
2019,VA,House of Delegates,60,general,0.34,0.33,0.01
2019,VA,House of Delegates,62,general,0.46,0.44,0.02
2019,VA,House of Delegates,64,general,0.38,0.39,0.01
2019,VA,House of Delegates,65,general,0.34,0.34,0
2019,VA,House of Delegates,66,general,0.43,0.47,0.04
2019,VA,House of Delegates,68,general,0.55,0.54,0.01
2019,VA,House of Delegates,72,general,0.57,0.53,0.04
2019,VA,House of Delegates,73,general,0.48,0.52,0.04
2019,VA,House of Delegates,75,general,0.55,0.51,0.04
2019,VA,House of Delegates,76,general,0.39,0.56,0.17
2019,VA,House of Delegates,80,general,0.59,0.66,0.07
2019,VA,House of Delegates,81,general,0.38,0.47,0.09
2019,VA,House of Delegates,82,general,0.37,0.4,0.03
2019,VA,House of Delegates,83,general,0.46,0.5,0.04
2019,VA,House of Delegates,84,general,0.47,0.48,0.01
2019,VA,House of Delegates,85,general,0.5,0.51,0.01
2019,VA,House of Delegates,87,general,0.66,0.62,0.04
2019,VA,House of Delegates,88,general,0.46,0.44,0.02
2019,VA,House of Delegates,91,general,0.61,0.54,0.07
2019,VA,House of Delegates,93,general,0.62,0.55,0.07
2019,VA,House of Delegates,94,general,0.48,0.57,0.09
2019,VA,House of Delegates,96,general,0.47,0.46,0.01
2019,VA,House of Delegates,98,general,0.35,0.31,0.04
2019,VA,House of Delegates,99,general,0.4,0.37,0.03
2019,VA,House of Delegates,100,general,0.51,0.48,0.03
2019,VA,State Senate,3,general,0.33,0.38,0.05
2019,VA,State Senate,4,general,0.35,0.36,0.01
2019,VA,State Senate,6,general,0.59,0.59,0
2019,VA,State Senate,7,general,0.53,0.49,0.04
2019,VA,State Senate,8,general,0.43,0.47,0.04
2019,VA,State Senate,10,general,0.48,0.54,0.06
2019,VA,State Senate,11,general,0.47,0.45,0.02
2019,VA,State Senate,12,general,0.49,0.49,0
2019,VA,State Senate,13,general,0.57,0.54,0.03
2019,VA,State Senate,14,general,0.29,0.39,0.1
2019,VA,State Senate,15,general,0.35,0.31,0.04
2019,VA,State Senate,17,general,0.48,0.48,0
2019,VA,State Senate,22,general,0.36,0.37,0.01
2019,VA,State Senate,24,general,0.33,0.28,0.05
2019,VA,State Senate,26,general,0.33,0.35,0.02
2019,VA,State Senate,27,general,0.4,0.35,0.05
2019,VA,State Senate,28,general,0.46,0.42,0.04
2019,VA,State Senate,32,general,0.71,0.73,0.02
2019,VA,State Senate,33,general,0.68,0.64,0.04
2019,VA,State Senate,39,general,0.66,0.65,0.01
